question,answer,keywords
在应用运行过程中，可能会有一些线程因等待锁、阻塞导致执行时间慢。,"以开启 TongWeb 的""慢线程检测""功能来排查问题。 当 http 线程超过""阻塞阈值""时，则日志输出相应线程堆栈。通过大量收集该日志样本，以判断线程慢的原因。 仅收集一、两个该日志，不能说明线程慢在该处。 2023-02-14 15:29:53 [WARN] - Thread [TW-0.0.0.0-8088-1] (id=[61]) has been active for [20,131] milliseconds (since [2/14/23 3:29 PM]) to serve the same request for [ http://192.168.55.159:8088/webtest01/TestServlet] and may be stuck ( configured threshold for this StuckThreadDetectionValve is [20] seconds). There is/are [1] thread(s) in total that are monitored by this Valve and may be stuck. java.lang.Throwable at java.lang.Thread.sleep(Native Method) at com.tong.TestServlet.doGet(TestServlet.java:41) at javax.servlet.http.HttpServlet.service(HttpServlet.java:503) at javax.servlet.http.HttpServlet.service(HttpServlet.java:590) at com.tongweb.server.core.ApplicationFilterChain.enterApp(ApplicationFilterChain.java:365) ""中断阈值""通常不建议开启，因为实际应用场景中线程有业务相关逻辑，中断线程可能造成业务的不完整。 若能确保中断线程无问题，则可开启。相关日志如下所示。 2023-02-14 15:29:59 [WARN] - Thread [TW-0.0.0.0-8088-1] (id=[61]) has been interrupted because it was active for [26,177] milliseconds (since [2/14/23 3:29 PM]) to serve the same request for [ http://192.168.55.159:8088/webtest01/TestServlet] and was probably stuck (configured interruption threshold for this StuckThreadDetectionValve is [25] seconds). java.lang.Throwable at java.lang.Thread.sleep(Native Method) at com.tong.TestServlet.doGet(TestServlet.java:41) at javax.servlet.http.HttpServlet.service(HttpServlet.java:503) at javax.servlet.http.HttpServlet.service(HttpServlet.java:590) at com.tongweb.server.core.ApplicationFilterChain.enterApp(ApplicationFilterChain.java:365) 。。。。 2023-02-14 15:30:01 [WARN] - Thread [TW-0.0.0.0-8088-1] (id=[61]) was previously reported to be stuck but has completed. It was active for approximately [26,177] milliseconds. ""中断阈值""只中断TongWeb的http线程，若应用自建线程出现阻塞，可通过""监视管理"">""阻塞线程""查看，该 功能为监控的JVM所有线程。""强停""功能同样谨慎使用。 当遇到线程阻塞类问题时，主要通过 TongWeb 提供的线程堆栈来分析问题，从应用侧来解决。对于""中断阈值"", ""阻塞线程""的""强停""功能需谨慎使用。 若http通道的线程和队列占满，则报错，如下所示。 2023-02-24 13:58:57.963 [WARN] [TW-0.0.0.0-8088-ClientPoller] [com.tongweb.web.util.threads] - Executor rejected socket [ com.tongweb.web.util.net.NioEndpoint$NioSocketWrapper@fa310e2: com.tongweb.web.util.net2023-02-24 13:58:57.963 [WARN] [TW-0.0.0.0-8088-ClientPoller] [com.tongweb.web.util.threads] - Executor rejected socket [com.tongweb.web.util.net.NioEndpoint$NioSocketWrapper@fa310e2:com.tongweb.web.util.net.NioChannel@1 2bd59a6:java.nio.channels.SocketChannel[connected local=/127.0.0.1:8088 remote=/127.0.0.1:64068]] for processing java.util.concurrent.RejectedExecutionException: Queue capacity is full at com.tongweb.web.util.threads.ThreadPoolExecutor.execute(ThreadPoolExecutor.java:138) at com.tongweb.web.util.threads.ThreadPoolExecutor.execute(ThreadPoolExecutor.java:109) at com.tongweb.web.util.netat com.tongweb.web.util.net.AbstractEndpoint.processSocket(AbstractEndpoint.java:938) at com.tongweb.web.util.netat com.tongweb.web.util.net.NioEndpoint$Poller.processKey(NioEndpoint.java:1366) at com.tongweb.web.util.net.NioEndpoint$Poller.run(NioEndpoint.java:1338) at java.lang.Thread.run(Thread.java:750)",慢线程
如何更好的兼容 Web 应用,1. 开启“轻量模式”对整个TongWeb生效 此模式会关闭 EJB、JCA 等服务，并尝试从应用自身加载 JSF、JavaMail、WebService、Xml 等技术实 现。若应用是基于 Tomcat 或其它 Servlet 容器开发，则通常可以获得更好的兼容性。 2. 部署应用时开启“web兼容模式” 以 Web 兼容模式加载该应用。若该应用是基于 Tomcat 等 Web 容器开发，则可以尝试打开此开关以获 得更好的兼容性。 开启此模式后，EJB 等企业级技术实现将不再支持，同时尝试从应用自身加载 JSF、JavaMail、WebService、Xml 等企业级技术实现。,兼容Web应用
什么情况下开启 “Web兼容模式” 或 “轻量模式”,• Web兼容模式 “Web 兼容模式” 仅对单个应用生效，是用户在部署应用时，对单个应用的配置，属于应用内存级别的隔 离，隔离效果有限。 当用户需要同时部署 EJB 和 Web 应用的情况下，单独对 Web 应用开启。 • 轻量模式 轻量模式是全局生效，隔离更彻底，等同于 TongWeb 轻量级版本的物理级隔离。 若用户只有 Web 应用而没有 EJB 应用，推荐使用“轻量模式”。,"Web兼容, 轻量模式"
从 root 用户切换到普通用户后，启动 TongWeb，系统报错 “The scratchDir you specified:[xxxx] is unusable”。 1. TongWeb 安装目录的权限给到 777 。 2. 使用 root 用户启动 TongWeb，并部署一个 war 应用，然后访问应用。 34 东方通应用服务器软件 TongWeb V8.0 常见问题手册。 3. 关闭 TongWeb。 4. 切换到普通用户（如：test）启动 TongWeb。 5. 启动后，系统报错 “The scratchDir you specified:[xxxx] is unusable”。 部署的 war 应用，点击链接报错。,原因分析： 切换为普通用户后，root 用户生成的 temp 文件导致部署的应用异常。 解决方案： 使用普通用户启动 TongWeb 前，删除 “${tongweb.base}/temp” 文件夹。,部署异常
基于数据源连接池的设计，空闲连接的回收机制是依赖连接的时间戳来判定是否需要回收，即便只有一个连 接在循环使用连接池，也会顺次“激活”所有的连接，使得所有连接的时间戳始终是新的，因此不会被回收。 只有在没有任何请求的情况下，超过最大空闲时间才会被回收掉。 对于需要快速回收数据库连接的场景，用户可尝试开启 “使用 LIFO 队列” 功能，使用后进先出类型的队列存 储数据库连接。 “使用 LIFO 队列” 默认“开启”。,若没有开启，用户可参照如下操作步骤，开启 “使用 LIFO 队列” 功能。 1. 登录 TongWeb 管理控制台。 2. 切换到目标实例。 3. 在左侧菜单栏中，选择 “Web 容器” > “数据源”，进入数据源列表页面。 4. 打开已创建的数据源，单击“其它”，进入其它页签。 5. 打开 “使用 LIFO 队列” 开关。 6. 开启完成后，单击 “更新”，即可完成 “使用 LIFO 队列” 的开启操作。,数据库回收连接
如何获取数据库连接池关联的物理连接,首先通过JNDI获取到连接池返回的逻辑连接，然后调用 com.tongweb.tongejb.resource.jdbc.managed.util.NativeJdbcExtractor 类（所在jar包位 于${tongweb.home}/version<版本号>/modules/ejb/tongweb-ejb.jar）的 extractNativeConnection 方法 ，将前面获取到的逻辑连接作为参数传递给此方法，该方法返回的结果即为该逻辑连接关联的物理连接。,获取物理连接
无状态会话Bean实例总数的监视为何会有跌落回升表 现,无状态会话Bean实例在使用完毕后会进入“重新初始化”状态，此时会从池中移除，因此看到实例总数跌落， 待初始化完毕后会重新回到池中，此时可以看到总数又回升。,EJB监视
使用w3协议，首次访问ejb应用可以成功，过10秒后再 次访问应用，会出现空白页并抛异常,解决方案：。 • 方案一： 修改“EJB w3协议”>“连接配置”>“读超时时间”，把值改大一些。 把“读超时时间”调大，连接保持时间会更久一些。 • 方案二： 在“基础配置”>“启动参数”，添加 -Dtongejb.client.keepalive=PING_PONG 。 添加启动参数，性能会稍微降低。,w3协议
监视数据为 -1,监视数据为 -1，表示相应的监视功能未开启。,监视
无法监控到应用数据源,• 使用监控应用数据源功能，需要进入“基础配置”>“全局配置”>“应用”，在应用页面，打开 “监视应用数据 源”开关。并且，在应用数据源初始化完成后，才能监控到。 • 请确保 JDBC 连接池类型为 HikariCP、Druid、DBCP、C3P0、BeeCP、BoneCP、Tomcat 或者 Hulk。 • DBCP、C3P0、BoneCP 目前暂不支持监控“线程等待数”，即该监控值始终为 “-1”。,应用数据源
异常日志：All other methods are uncovered,在web.xml中指定deny-uncovered-http-methods元素，在<web-resource-collection>使用<http_xFFFE_method>只配置了部分HTTP方法时，例如： <deny-uncovered-http-methods/> <security-constraint> <display-name>Example Security Constraint</display-name> <web-resource-collection> <web-resource-name>Protected Area</web-resource-name> <url-pattern>/successful.jsp</url-pattern> <http-method>DELETE</http-method> <http-method>GET</http-method> <http-method>POST</http-method> <http-method>PUT</http-method> </web-resource-collection> <auth-constraint> <role-name>admin</role-name> </auth-constraint> </security-constraint> 如果在web.xml文件中指定了deny-uncovered-http-methods元素，那么容器将拒绝任何未涵盖的HTTP方法，并返回403(SC_FORBIDDEN)状态码。 应用部署时会记录日志信息： Adding security constraints with URL pattern [/successful.jsp] to deny access with the uncovered HTTP methods that are not one of the following [DELETE POST GET PUT]. 如果未在web.xml文件中指定deny-uncovered-http-methods元素，将不会增加配置的URL Pattern的安全 约束。 应用部署时会记录错误日志信息： For security constraints with URL pattern [/successful.jsp] only the HTTP methods [DELETE POST GET PUT] are covered. All other methods are uncovered.,日志异常
启动TongWeb后，修改并保存console.xml，文件的 修改被还原,TongWeb提供“服务器主配置文件防篡改”功能，该功能默认为开启状态。 开启后，禁止在 TongWeb 运行期间对主配置文件 tongweb.xml、console.xml 等进行修改。 若被意外篡改，则自动进行恢复。 若需要关闭该功能，可进入“安全管理”>“安全策略”>“文件防篡改”，进入文件防篡改页签，可关闭“服务器主 配置文件防篡改”。 为保证服务器主配置文件安全不被篡改，不建议关闭。,防篡改
通知的详情表示什么含义,当有系统配置属性改变，服务器需要重新启动才能生效时，系统会给出一条通知，其“详情”一般表示具体的 发送变化的属性名，以及其变化前后的值。若变化的属性有多个，则会以分号分隔来表示。此外，属性发生 变化后，若再次编辑将其恢复为启动之初的值，则重启TongWeb通知会取消。,通知详情
通知的内容是什么,• 通知的内容范围力求包含所有需要管理员介入的操作提醒，一般包含系统模块变更后的重启TongWeb提 醒信息和许可即将到期或已经过期的提醒信息。 • 可发布通知的模块包括但不局限于 “全局配置”、“无状态 EJB”、“有状态 EJB”、“单例 EJB”、“EJB 连 接”、“启动参数”、“产品补丁”、“服务器日志” 以及授权到期的提醒。 • 控制台上显示的通知条目不会自动更新，需要手动刷新网页以更新。,通知内容
高并发压测只有5个工作线程,可能和授权（license.dat）有关，试用和教学用的授权有最大并发处理线程为5的限制，请尝试检查并更换授权以解决此问题。,5个线程
服务器返回的密码全是固定的*号,此设计是出于安全考虑的，密码不能泄漏出去，即使加密了也不能。,*号
SSL加密套件在IBM平台和其它平台不一致,IBM MQ 支持的 CipherSpec 及其对应的 CipherSuite： https://www.ibm.com/docs/zh/ibm-mq/9.1? topic=java-tls-cipherspecs-ciphersuites-in-mq-classes,IBM平台SSL加密套件
IP匹配规则是什么,"信任的IP、拦截的IP、爬虫的IP均使用如下统一匹配规则：。 1. 支持通配符*，比如10.10.45.*。 2. 支持指定IP区间，比如10.10.45.1-10.10.45.250。 3. 支持指定的IP，比如0.10.45.5。 4. 支持同时指定多个规则，规则之间使用英文逗号分隔。比如10.10.45.*,10.10.45.1-10.10.45.250。 5. 以上规则同时支持ipv4和ipv6",IP匹配规则
命令行工具分别有哪几种，有什么区别吗,命令行工具分为 “commandstool 命令行工具（直接执行）” 和 “cli 命令行工具（交互式执行）”。 两个命令行工具仅执行方式不同，执行效果相同。,"命令行工具, 分类"
命令行工具的是用来干什么的,可使用命令行方式来管理 TongWeb。,"命令行工具, 作用"
commandstool 命令行工具路径在哪儿,commandstool 命令行工具路径，如下所示。 • Linux ${tongweb.home}/bin/commandstool.sh。 • Windows ${tongweb.home}/bin/windows/commandstool.bat,"命令行工具, 路径"
commandstool 命令行工具支持哪几种执行模式,commandstool 命令行工具支持 “在线模式” 和 “离线模式”。,"commandstool命令行工具, 执行模式"
commandstool 命令行工具在线模式是怎样的,即在 TongWeb 服务器 “启动” 状态下，使用命令对其进行管理。 例如，启动 TongWeb 服务器后，在线模式修改初始密码。 默认初始账号和密码：thanos/thanos123.com。  密码中如果有特殊字符，需要加 “\” 进行转义。 ${tongweb.home}/bin>sh commandstool.sh --model=password --action=update --username=thanos。 --password=thanos123.com --acceptAgreement=true originalPassword=thanos123.com newPassword =Thanos12.com confirmPassword=Thanos12.com 在线模式下，支持对指定 TongWeb 实例执行相关操作。 通过添加 “targetType=instance targetName=<instance_name>” 普通参数的方式，指定实例名称即 可。,"commandstool命令行工具, 执行模式, 在线模式"
commandstool 命令行工具离线模式是怎样的,即在 TongWeb 服务器 “未启动” 状态，使用命令对其进行配置。 若需要使用离线模式，只需要在命令行参数里添加 --offline 即可。 例如，未启动 TongWeb 服务器，离线模式修改初始密码，在命令行参数里添加 --offline 。 默认初始账号和密码：thanos/thanos123.com。  密码中如果有特殊字符，需要加 “\” 进行转义。 ${tongweb.home}/bin>sh commandstool.sh --model=password --action=update --username=thanos 23 东方通应用服务器软件 TongWeb V8.0 命令行工具手册。 --password=thanos123.com --acceptAgreement=true originalPassword=thanos123.com newPassword=Thanos12.com confirmPassword=Thanos12.com --offline。 ◦ 离线模式下，支持对指定 TongWeb 实例执行相关操作。 通过添加 “--domain=<domain_name>” 参数指定实例名称即可。 ◦ 离线模式下，不指定 TongWeb 实例名称，则表示对默认实例 “domain1” 执行相关操作。,"commandstool命令行工具, 执行模式, 离线模式"
commandstool 命令工具安全认证是怎样的,安全认证是系统应用资源受保护所需的认证。 commandstool 命令工具每一次执行命令时，均需要携带 username、password 以及 acceptAgreement 进 行安全认证。 登录账号说明。 • 当仅需要获取监控信息时，建议使用系统资源监视管理员账户（如 monitor/monitor123.com）；。 • 当需要执行相关操作时，才建议使用系统管理员账户（如 thanos/thanos123.com）； 为了确保系统安全，每个账户只允许登录一个会话。如果您已使用 thanos 账户登录了控制台，那么再次 使用该账户访问命令行接口时，系统将自动中断您在控制台上的登录会话。 登录密码说明。 • 支持脚本中的密码进行预先加密（使用远端的加密工具）。 关于远端加密工具，详见《TongWeb_V8.0控制台使用手册》中的 “加密工具” 章节。 • 支持脚本中的密码进行传输过程自动加密（使用 “--encrypt” 参数设置远端加密公钥）。 关于 “--encrypt” 参数使用说明，详见基本参数。 示例说明 如下 “以 Linux 环境、commandstool.sh、--model=accesslog、--action=update 为例” 进行说明。  密码中如果有特殊字符，需要加 “\” 进行转义。 • 命令行 命令行中携带 “username”、“password” 和 “--acceptAgreement” 参数。 ${tongweb.home}/bin>sh commandstool.sh --model=accesslog --action=update --username=thanos。 --password=Thanos12.com --acceptAgreement=true。 • 回显信息 若回显信息出现 “访问日志更新成功” 字样，则说明更新访问日志成功。,"commandstool命令行工具, 安全认证"
